addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode
"15, Yeongjung-ro, Yeongdeungpo-gu, Seoul",,1,A04,A0401,A04011000,2955716,79,20230118224911,,,,126.9053818370,37.5178335971,6,20240423135644,20,,Frisbee - TIMES SQUARE Branch [Tax Refund Shop] (프리스비 타임스퀘어점),07305
"2F, 200, Achasan-ro, Gwangjin-gu, Seoul","Prismworks, 2F",1,A04,A0401,A04011000,2958738,79,20230202134850,http://tong.visitkorea.or.kr/cms/resource/47/2878847_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/2878847_image3_1.jpg,Type3,127.0656360164,37.5414781682,6,20240422083312,6,,Frizmworks - COMMON GROUND Branch [Tax Refund Shop] (프리즘웍스 건대커먼그라운드),05071
"838, Seolleung-ro, Gangnam-gu, Seoul",,1,A04,A0401,A04011000,2954362,79,20230125160038,,,,127.0405970476,37.5267433178,6,20240418113209,1,,Fujifilm Electronic Imaging Korea - Gangnam Branch [Tax Refund Shop] (후지필름일렉트로닉이미징코리아 강남),06014
194 Sinbanpo-ro Seocho-gu Seoul,,1,A05,A0502,A05020100,2695783,82,20201210184458,http://tong.visitkorea.or.kr/cms/resource/19/2685119_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/2685119_image2_1.jpg,Type3,127.0058619153,37.5057340231,6,20201218233346,15,+82-2-537-7298,Fun BeerKing(펀비어킹),06545
"B1, Hyundai City Outlet Dongdaemun Branch, 20, Jangchungdan-ro 13-gil, Jung-gu, Seoul",,1,A04,A0401,A04011000,3326194,79,20240625133751,http://tong.visitkorea.or.kr/cms/resource/35/3312835_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/3312835_image3_1.jpg,Type3,127.0076821872,37.5687878415,6,20240628085925,24,,Funicut [Tax Refund Shop] (퍼니컷),04563
"1F, 11, Dosan-daero 45-gil, Gangnam-gu, Seoul",,1,A04,A0401,A04011000,2954879,79,20230117214401,http://tong.visitkorea.or.kr/cms/resource/94/2879594_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2879594_image3_1.jpg,Type3,127.0352365273,37.5231047554,6,20240422122923,1,,Fusalp [Tax Refund Shop] (fusalp),06021
"195, Itaewon-ro, Yongsan-gu, Seoul",,1,A04,A0401,A04011000,2954800,79,20230120144831,http://tong.visitkorea.or.kr/cms/resource/47/2878447_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/2878447_image3_1.jpg,Type3,126.9956731303,37.5348693450,6,20240423103122,21,,G-Cosmo - Itaewon Branch [Tax Refund Shop] (지코스모 이태원),04349
"152, Gurojungang-ro, Guro-gu, Seoul",,1,A04,A0401,A04011000,3326001,79,20240625132610,http://tong.visitkorea.or.kr/cms/resource/12/3313712_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/3313712_image3_1.jpg,Type3,126.8827871414,37.5012129024,6,20240627022754,7,,G-Cut - NC Singuro Branch [Tax Refund Shop] (지컷 nc신구로),08292
"4F, 20, Jangchungdan-ro 13-gil, Jung-gu, Seoul",,1,A04,A0401,A04011000,3326070,79,20240625132927,http://tong.visitkorea.or.kr/cms/resource/59/3313459_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/3313459_image3_1.jpg,Type3,127.0076821872,37.5687878415,6,20240627021931,24,,G-Cut [Tax Refund Shop] (GCUT),04563
"9, Digital-ro 10-gil, Geumcheon-gu, Seoul",,1,A04,A0401,A04011000,3323495,79,20240625073643,http://tong.visitkorea.or.kr/cms/resource/10/3314210_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/3314210_image3_1.jpg,Type3,126.8890705637,37.4776713039,6,20240627015203,8,,G-Cut [Tax Refund Shop] (지컷),08514
"9, Yeongjung-ro, Yeongdeungpo-gu, Seoul",,1,A04,A0401,A04011000,3324318,79,20240625092214,http://tong.visitkorea.or.kr/cms/resource/22/3313522_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/3313522_image3_1.jpg,Type3,126.9055901684,37.5172308925,6,20240626211640,20,,G-Cut [Tax Refund Shop] (지컷),07305
"35 Wausan-ro 37-gil, Mapo-gu, Seoul",,1,A02,A0203,A02030600,2538121,76,20180228010601,,,,126.9283758723,37.5565239562,6,20240319135346,13,+82-2-3153-8353,G-line Book Street (경의선책거리),04052
"124, Singomae-ro, Giheung-gu, Yongin-si, Gyeonggi-do",B1,1,A04,A0401,A04011000,2958800,79,20230128112717,http://tong.visitkorea.or.kr/cms/resource/04/2889704_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/2889704_image3_1.jpg,Type3,127.0076821872,37.5687878415,6,20240423082818,24,,Gabor - Hyundai Dongdaemun Branch [Tax Refund Shop] (가버 현대동대문),04563
"2F, 66, Chungmin-ro, Songpa-gu, Seoul",,1,A04,A0401,A04011000,2955797,79,20230129170815,,,,127.1249768726,37.4776672007,6,20240423110407,18,,Gabor - Hyundai Garden5 Branch [Tax Refund Shop] (가버 현대가든파이브),05838
"Lotte Outlet Seoul Station Branch, 405, Hangang-daero, Jung-gu, Seoul",Lotte Outlet Seoul Station Branch,1,A04,A0401,A04011000,2957585,79,20230130114906,,,,126.9717664185,37.5545416306,6,20240422115809,24,,Gabor - Lotte Seoul Station Branch [Tax Refund Shop] (가버 롯데서울역),04509
"30, Eulji-ro, Jung-gu, Seoul",,1,A04,A0401,A04011000,2954377,79,20230202231236,http://tong.visitkorea.or.kr/cms/resource/38/2889838_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/2889838_image3_1.jpg,Type3,126.9810458210,37.5654016461,6,20240418134436,24,,Gachi - Lotte Main Branch [Tax Refund Shop] (가치 롯데 본점),04533
"52-5, Namdaemun-ro, Jung-gu, Seoul",,1,A05,A0502,A05020400,560360,82,20080515222947,http://tong.visitkorea.or.kr/cms/resource/11/1291311_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/1291311_image3_1.jpg,Type3,126.9817569587,37.5621825885,6,20210326231103,24,+82-2-776-0508,Gaehwa (개화),04535
"7, Apgujeong-ro 50-gil, Gangnam-gu, Seoul",,1,A05,A0502,A05020100,398450,82,20080112052035,http://tong.visitkorea.or.kr/cms/resource/90/1290490_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/1290490_image3_1.jpg,Type3,127.0386083095,37.5277931604,6,20190805193408,1,+82-2-549-1459,Gaehwaok (개화옥),06018
"11-3, Insadong 10-gil, Jongno-gu, Seoul",,1,A05,A0502,A05020100,398470,82,20080112052104,http://tong.visitkorea.or.kr/cms/resource/44/1885344_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/1885344_image3_1.jpg,Type3,126.9854701651,37.5743256886,6,20230524101212,23,+82-2-733-9240,Gaeseong Mandu Koong (개성만두 궁),03146
"248, Ichon-ro, Yongsan-gu, Seoul",,1,A05,A0502,A05020100,684283,82,20090123024739,http://tong.visitkorea.or.kr/cms/resource/15/398915_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/398915_image3_1.jpg,Type3,126.9703091067,37.5231008130,6,20160923025707,21,"+82-2-798-5655, +82-2-798-1655",Gaetmaeul (갯마을),04388
"52, Bukchon-ro, Jongno-gu, Seoul",,1,A02,A0206,A02060100,562503,78,20080522023155,http://tong.visitkorea.or.kr/cms/resource/75/2550575_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/2550575_image2_1.jpg,Type3,126.9852144301,37.5814804075,6,20220830093412,23,+82-2-741-0466,Gahoe Museum (가회민화박물관),03056
"118, Yeongdeungpo-ro, Yeongdeungpo-gu, Seoul",,1,A05,A0502,A05020100,2693310,82,20201208012640,http://tong.visitkorea.or.kr/cms/resource/60/2682760_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/2682760_image2_1.jpg,Type3,126.8946521602,37.5213607729,6,20210325202909,20,+82-2-2636-6697,Gajeong Sikdang (가정식당),07291
"1005, Cheonho-daero, Gangdong-gu, Seoul",,1,A04,A0401,A04011000,2954767,79,20230123234135,,,,127.1244557316,37.5390267349,6,20240423132126,2,,Galaxy - Hyundai Cheonho Branch [Tax Refund Shop] (갤럭시 현대 천호점),05328
"517, Teheran-ro, Gangnam-gu, Seoul",,1,A04,A0401,A04011000,2955773,79,20230125215234,,,,127.0597791462,37.5086679839,6,20240419152028,1,,Galaxy - Hyundai COEX Branch [Tax Refund Shop] (갤럭시 현대 코엑스점),06164
"662, Gyeongin-ro, Guro-gu, Seoul",,1,A04,A0401,A04011000,2958118,79,20230131185527,http://tong.visitkorea.or.kr/cms/resource/72/2880172_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/2880172_image3_1.jpg,Type3,126.8884169673,37.5089148857,6,20240418160851,7,,Galaxy - Hyundai D-CUBE City Branch [Tax Refund Shop] (갤럭시 현대 디큐브),08209
"257, Mokdongdong-ro, Yangcheon-gu, Seoul",,1,A04,A0401,A04011000,2953654,79,20230126214847,http://tong.visitkorea.or.kr/cms/resource/37/2880137_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/2880137_image3_1.jpg,Type3,126.8747288364,37.5263292843,6,20240418160051,19,,Galaxy - Hyundai Mokdong Branch [Tax Refund Shop] (갤럭시 현대 목동점),07998
"5F, 214, Wangsan-ro, Dongdaemun-gu, Seoul",,1,A04,A0401,A04011000,2955069,79,20230203222438,http://tong.visitkorea.or.kr/cms/resource/47/2890147_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/2890147_image3_1.jpg,Type3,127.0474754499,37.5805510796,6,20240419154536,11,,Galaxy - Lotte Cheongnyangni Branch [Tax Refund Shop] (갤럭시 롯데 청량리점),02555
"7F, 401, Dogok-ro, Gangnam-gu, Seoul",,1,A04,A0401,A04011000,2955413,79,20230203234556,http://tong.visitkorea.or.kr/cms/resource/63/2890363_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/2890363_image3_1.jpg,Type3,127.0534550587,37.4967859168,6,20240423111224,1,,Galaxy - Lotte Gangnam Branch [Tax Refund Shop] (갤럭시 롯데 강남점),06206
"38, Haneul-gil, Gangseo-gu, Seoul",,1,A04,A0401,A04011000,2955118,79,20230203223546,,,,126.8029675746,37.5668621822,6,20240423081345,4,,Galaxy - Lotte Gimpo Airport Branch [Tax Refund Shop] (갤럭시 롯데 김포점),07505
"209, Bongcheon-ro, Gwanak-gu, Seoul",,1,A04,A0401,A04011000,2953734,79,20230126222355,http://tong.visitkorea.or.kr/cms/resource/73/2880473_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/2880473_image3_1.jpg,Type3,126.9249974851,37.4905482278,6,20240416161558,5,,Galaxy - Lotte Gwanak Branch [Tax Refund Shop] (갤럭시 롯데 관악점),08708
"5F, 240, Olympic-ro, Songpa-gu, Seoul",,1,A04,A0401,A04011000,2955617,79,20230125211849,http://tong.visitkorea.or.kr/cms/resource/91/2879291_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/2879291_image3_1.jpg,Type3,127.0976311526,37.5123821225,6,20240422143442,18,,Galaxy - Lotte Jamsil Branch [Tax Refund Shop] (갤럭시 롯데 잠실점),05554
"30, Eulji-ro, Jung-gu, Seoul",,1,A04,A0401,A04011000,2955145,79,20230203224247,http://tong.visitkorea.or.kr/cms/resource/87/2890187_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/2890187_image3_1.jpg,Type3,126.9810458210,37.5654016461,6,20240419154840,24,,Galaxy - Lotte Main Branch [Tax Refund Shop] (갤럭시 롯데 본점),04533
"62, Dobong-ro, Gangbuk-gu, Seoul",,1,A04,A0401,A04011000,2954650,79,20230125200806,,,,127.0305315802,37.6146468109,6,20240416160732,3,,Galaxy - Lotte Mia Branch [Tax Refund Shop] (갤럭시 롯데 미아점),01215
"1414, Dongil-ro, Nowon-gu, Seoul",,1,A04,A0401,A04011000,2955060,79,20230203222306,,,,127.0614081608,37.6553315254,6,20240418162540,9,,Galaxy - Lotte Nowon Branch [Tax Refund Shop] (갤럭시 롯데 노원점),01695
"92, Neungdong-ro, Gwangjin-gu, Seoul",,1,A04,A0401,A04011000,2954455,79,20230123223042,http://tong.visitkorea.or.kr/cms/resource/21/2878821_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2878821_image3_1.jpg,Type3,127.0712300203,37.5390535504,6,20240416160554,6,,Galaxy - Lotte STARCITY Branch [Tax Refund Shop] (갤럭시 롯데 스타시티점),05065
"176, Sinbanpo-ro, Seocho-gu, Seoul",,1,A04,A0401,A04011000,2955110,79,20230203223354,http://tong.visitkorea.or.kr/cms/resource/67/2890167_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/2890167_image3_1.jpg,Type3,127.0035815712,37.5056062193,6,20240419143456,15,,Galaxy - Shinsegae Gangnam Branch [Tax Refund Shop] (갤럭시 신세계강남점),06546
"7F, 63, Sogong-ro, Jung-gu, Seoul",,1,A04,A0401,A04011000,2955095,79,20230203222928,http://tong.visitkorea.or.kr/cms/resource/56/2890156_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/2890156_image3_1.jpg,Type3,126.9810181709,37.5609966018,6,20240423082503,24,,Galaxy - Shinsegae Main Branch [Tax Refund Shop] (갤럭시 신세계 본점),04530
"315, Dongsomun-ro, Seongbuk-gu, Seoul",,1,A04,A0401,A04011000,2955178,79,20230203225407,,,,127.0287930253,37.6084530555,6,20240416161112,17,,Galaxy Lifestyle - Hyundai Mia Branch [Tax Refund Shop] (갤럭시라이프스타일 현대 미아점),02730
"257, Mokdongdong-ro, Yangcheon-gu, Seoul",,1,A04,A0401,A04011000,2953650,79,20230126214624,http://tong.visitkorea.or.kr/cms/resource/36/2880136_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/2880136_image3_1.jpg,Type3,126.8747288364,37.5263292843,6,20240418154542,19,,Galaxy Lifestyle - Hyundai Mokdong Branch [Tax Refund Shop] (갤럭시라이프스타일 현대 목동점),07998
"5F, 214, Wangsan-ro, Dongdaemun-gu, Seoul",,1,A04,A0401,A04011000,2955080,79,20230203222605,http://tong.visitkorea.or.kr/cms/resource/50/2890150_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/2890150_image3_1.jpg,Type3,127.0474754499,37.5805510796,6,20240419144057,11,,Galaxy Lifestyle - Lotte Cheongnyangni Branch [Tax Refund Shop] (갤럭시라이프스타일 롯데 청량리점),02555
"7F, 401, Dogok-ro, Gangnam-gu, Seoul",,1,A04,A0401,A04011000,2956187,79,20230125232417,http://tong.visitkorea.or.kr/cms/resource/49/2879949_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2879949_image3_1.jpg,Type3,127.0534550587,37.4967859168,6,20240423111258,1,,Galaxy Lifestyle - Lotte Gangnam Branch [Tax Refund Shop] (갤럭시라이프스타일 롯데 강남점),06206
"1F Lotte Department Store Gwanak Branch, 209, Bongcheon-ro, Gwanak-gu, Seoul",,1,A04,A0401,A04011000,2953730,79,20230126222144,http://tong.visitkorea.or.kr/cms/resource/70/2880470_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/2880470_image3_1.jpg,Type3,126.9249974851,37.4905482278,6,20240422132725,5,,Galaxy Lifestyle - Lotte Gwanak Branch [Tax Refund Shop] (갤럭시라이프스타일 롯데 관악점),08708
"30, Eulji-ro, Jung-gu, Seoul",,1,A04,A0401,A04011000,2955138,79,20230203224034,http://tong.visitkorea.or.kr/cms/resource/86/2890186_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2890186_image3_1.jpg,Type3,126.9810458210,37.5654016461,6,20240419154812,24,,Galaxy Lifestyle - Lotte Main Branch [Tax Refund Shop] (갤럭시라이프스타일 롯데 본점),04533
"5F Lotte Department Store, 92, Neungdong-ro, Gwangjin-gu, Seoul",,1,A04,A0401,A04011000,2954448,79,20230123222900,,,,127.0712300203,37.5390535504,6,20240422132916,6,,Galaxy Lifestyle - Lotte STARCITY Branch [Tax Refund Shop] (갤럭시라이프스타일 롯데 스타시티점),05065
"2F Shinsegae Department Store Gangnam Branch, 176, Sinbanpo-ro, Seocho-gu, Seoul",,1,A04,A0401,A04011000,2953602,79,20230126212628,http://tong.visitkorea.or.kr/cms/resource/05/2880005_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/2880005_image3_1.jpg,Type3,127.0035815712,37.5056062193,6,20240423132529,15,,Galaxy Lifestyle - Shinsegae Gangnam Branch [Tax Refund Shop] (갤럭시라이프스타일 신세계 강남점),06546
"6F, 63, Sogong-ro, Jung-gu, Seoul",,1,A04,A0401,A04011000,2955102,79,20230203223132,http://tong.visitkorea.or.kr/cms/resource/59/2890159_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/2890159_image3_1.jpg,Type3,126.9810181709,37.5609966018,6,20240423083247,24,,Galaxy Lifestyle - Shinsegae Main Branch [Tax Refund Shop] (갤럭시라이프스타일 신세계 본점신관점),04530
"4F, 66, Chungmin-ro, Songpa-gu, Seoul",,1,A04,A0401,A04011000,2955334,79,20230125230519,http://tong.visitkorea.or.kr/cms/resource/91/2879491_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/2879491_image3_1.jpg,Type3,127.1249768726,37.4776672007,6,20240416144218,18,,Galaxy Pal Zileri - Hyundai Garden5 Branch [Tax Refund Shop] (갤럭시 빨질렐리 현대가든파이브),05838
"6F, 20, Jangchungdan-ro 13-gil, Jung-gu, Seoul",,1,A04,A0401,A04011000,3323177,79,20240625002746,http://tong.visitkorea.or.kr/cms/resource/00/3313500_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/3313500_image3_1.jpg,Type3,127.0076821872,37.5687878415,6,20240627022049,24,,Galaxy [Tax Refund Shop] (갤럭시),04563
"11, Dangsan-ro, 32-gil, Yeongdeungpo-gu, Seoul",,1,A05,A0502,A05020100,2693285,82,20201208011835,http://tong.visitkorea.or.kr/cms/resource/57/2682757_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/2682757_image2_1.jpg,Type3,126.8982600224,37.5264158054,6,20210325202801,20,+82-2-2671-9246,Galbiga (갈비가),07257
"343, Apgujeong-ro, Gangnam-gu, Seoul",,1,A04,A0401,A04010300,273773,79,20040320025052,,,,127.0400442707,37.5284708848,6,20200512183556,1,+82-2-3449-4114,Galleria Department Store - Main Branch (갤러리아 백화점(명품관) 본점),06008
"343, Apgujeong-ro, Gangnam-gu, Seoul",,1,A04,A0401,A04011000,2953640,79,20230201214741,http://tong.visitkorea.or.kr/cms/resource/33/2888233_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/2888233_image3_1.jpg,Type3,127.0400692668,37.5285292127,6,20240417144326,1,,Galleria Luxury Hall West [Tax Refund Shop] (갤러리아명품관 WEST),06008
"407, Apgujeong-ro, Gangnam-gu, Seoul",,1,A04,A0401,A04011000,2953902,79,20230201235624,http://tong.visitkorea.or.kr/cms/resource/07/2889307_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/2889307_image3_1.jpg,Type3,127.0418357887,37.5279681978,6,20240423100514,1,,Galleria Luxury Hall [Tax Refund Shop] (갤러리아명품관),06009
"66, Nonhyeon-ro 159-gil, Gangnam-gu, Seoul",,1,A04,A0401,A04011000,2955681,79,20230130120904,http://tong.visitkorea.or.kr/cms/resource/69/2879669_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2879669_image3_1.jpg,Type3,127.0231293374,37.5216491514,6,20240418143120,1,,gallery AM - Garosu Branch [Tax Refund Shop] (갤러리에이엠 가로수),06029
"415, Dogok-ro, Gangnam-gu, Seoul",,1,A04,A0401,A04011000,2959201,79,20230201105155,http://tong.visitkorea.or.kr/cms/resource/35/2889035_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/2889035_image3_1.jpg,Type3,127.0559964710,37.4975969789,6,20240423081720,1,,Gallery Eyewear - Daechi Branch [Tax Refund Shop] (갤러리안경 대치),06207
"14, Samcheong-ro, Jongno-gu, Seoul",,1,A02,A0206,A02060500,1030384,78,20100525201220,http://tong.visitkorea.or.kr/cms/resource/50/1570450_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/1570450_image3_1.jpg,Type3,126.9798039302,37.5773002409,6,20210318235943,23,+82-2-2287-3500,Gallery Hyundai (갤러리 현대),03062
"209, Bongcheon-ro, Gwanak-gu, Seoul",,1,A04,A0401,A04011000,3324180,79,20240625090042,http://tong.visitkorea.or.kr/cms/resource/62/3314762_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/62/3314762_image3_1.jpeg,Type3,126.9249974851,37.4905482278,6,20240627020715,5,,Gallery O’Clock [Tax Refund Shop] (갤러리어클락),08708
"30, Insadong-gil, Jongno-gu, Seoul",,1,A04,A0401,A04010700,989042,79,20100330195139,,,,126.9860812484,37.5733508125,6,20200423225236,23,+82-2-730-7837,Gallery Park Young Sook - Atelier Seoul (박영숙요 (아틀리에서울)),03148
"20, Jahamun-ro 6-gil, Jongno-gu, Seoul",,1,A02,A0206,A02060500,1000149,78,20100416195835,http://tong.visitkorea.or.kr/cms/resource/39/683539_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/683539_image3_1.jpg,Type3,126.9732156208,37.5780694778,6,20220915172824,23,+82-2-720-3031,Gallery Simon (갤러리 시몬),03044
"63, Godeok-ro 38-gil, Gangdong-gu, Seoul",,1,A05,A0502,A05020100,2695877,82,20201210193109,http://tong.visitkorea.or.kr/cms/resource/54/2684754_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/2684754_image2_1.jpg,Type3,127.1427398175,37.5517283673,6,20210326225837,2,+82-2-3426-6460,Gamagol (가마골),05257
"2, Ewhayeodae 8-gil, Seodaemun-gu, Seoul",,1,A05,A0502,A05020100,2695911,82,20201210194022,http://tong.visitkorea.or.kr/cms/resource/85/2684785_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/2684785_image2_1.jpg,Type3,126.9459519870,37.5587101279,6,20210326225927,14,+82-2-364-3948,Gami Bunsik (가미분식),03767
"13F, 105, Teheran-ro, Gangnam-gu, Seoul",,1,A04,A0401,A04011000,2954129,79,20230112162113,http://tong.visitkorea.or.kr/cms/resource/44/2879844_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/2879844_image3_1.jpg,Type3,127.0285433827,37.4987019129,6,20240416162151,1,,Gami Plastic Surgery [Tax Refund Shop] (가미성형외과),06134
"23, Hongik-ro, 2-gil, Mapo-gu, Seoul",,1,A05,A0502,A05020300,2687036,82,20201127000351,http://tong.visitkorea.or.kr/cms/resource/64/2676864_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/2676864_image2_1.jpg,Type3,126.9238735556,37.5547407496,6,20210324194318,13,+82-2-322-3302,Gami U-dong (가미우동),04055
"166-1, Jong-ro, Jongno-gu, Seoul",,1,A05,A0502,A05020100,2671911,82,20200911203301,http://tong.visitkorea.or.kr/cms/resource/22/2654722_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/2654722_image2_1.jpg,Type3,126.9961137502,37.5704180003,6,20210318191133,23,+82-2-2269-6933,GAMMEEOK (감미옥),03194
